Watching for file changes with StatReloader
[27/May/2026 13:20:50] "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
[27/May/2026 13:20:50] "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
[27/May/2026 13:20:50] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:20:50] "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
[27/May/2026 13:21:01] "POST /admin/auth/user/add/ HTTP/1.1" 200 13618
[27/May/2026 13:21:01] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:21:09] "POST /admin/auth/user/add/ HTTP/1.1" 200 13618
[27/May/2026 13:21:09] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:21:17] "POST /admin/auth/user/add/ HTTP/1.1" 200 13727
[27/May/2026 13:21:17] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:21:27] "POST /admin/auth/user/add/ HTTP/1.1" 200 13716
[27/May/2026 13:21:27] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:21:32] "POST /admin/auth/user/add/ HTTP/1.1" 302 0
[27/May/2026 13:21:32] "GET /admin/auth/user/3/change/ HTTP/1.1" 200 24143
[27/May/2026 13:21:32] "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 304 0
[27/May/2026 13:21:32] "GET /static/admin/js/SelectBox.js HTTP/1.1" 304 0
[27/May/2026 13:21:32] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:21:32] "GET /static/admin/js/calendar.js HTTP/1.1" 200 9159
[27/May/2026 13:21:32] "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19698
[27/May/2026 13:21:32] "GET /static/admin/img/icon-yes-dark.svg HTTP/1.1" 200 558
[27/May/2026 13:21:32] "GET /static/admin/img/search.svg HTTP/1.1" 304 0
[27/May/2026 13:21:32] "GET /static/admin/img/selector-icons.svg HTTP/1.1" 304 0
[27/May/2026 13:21:32] "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1112
[27/May/2026 13:21:32] "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 805
[27/May/2026 13:23:08] "POST /admin/logout/ HTTP/1.1" 200 3475
[27/May/2026 13:23:08] "GET /static/admin/css/base.css HTTP/1.1" 304 0
[27/May/2026 13:23:08] "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
[27/May/2026 13:23:08] "GET /static/admin/js/theme.js HTTP/1.1" 304 0
[27/May/2026 13:23:08] "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
[27/May/2026 13:23:08] "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
[27/May/2026 13:23:08] "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
[27/May/2026 13:23:09] "GET /admin/ HTTP/1.1" 302 0
[27/May/2026 13:23:09] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4080
[27/May/2026 13:23:09] "GET /static/admin/css/login.css HTTP/1.1" 304 0
[27/May/2026 13:23:13] "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4246
[27/May/2026 13:23:24] "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
[27/May/2026 13:23:24,202] - Broken pipe from ('127.0.0.1', 65491)
Forbidden (CSRF token from POST incorrect.): /admin/login/
[27/May/2026 13:23:24] "POST /admin/login/?next=/admin/ HTTP/1.1" 403 2503
Forbidden (CSRF token from POST incorrect.): /admin/login/
[27/May/2026 13:23:36] "POST /admin/login/?next=/admin/ HTTP/1.1" 403 2503
[27/May/2026 13:23:40] "GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
[27/May/2026 13:23:40] "GET /admin/ HTTP/1.1" 200 8100
[27/May/2026 13:29:51] "GET /admin/auth/user/ HTTP/1.1" 200 13899
[27/May/2026 13:29:51] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:29:51] "GET /static/admin/css/changelists.css HTTP/1.1" 200 7498
[27/May/2026 13:29:51] "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 645
[27/May/2026 13:29:51] "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 558
[27/May/2026 13:29:51] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[27/May/2026 13:29:51] "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
[27/May/2026 13:29:52] "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 593
[27/May/2026 13:29:52] "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1761
[27/May/2026 13:29:52] "GET /static/admin/js/filters.js HTTP/1.1" 200 978
[27/May/2026 13:30:24] "GET /admin/auth/user/add/ HTTP/1.1" 200 13361
[27/May/2026 13:30:24] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:30:30] "POST /admin/auth/user/add/ HTTP/1.1" 302 0
[27/May/2026 13:30:30] "GET /admin/auth/user/4/change/ HTTP/1.1" 200 24153
[27/May/2026 13:30:30] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:30:43] "POST /admin/auth/user/4/change/ HTTP/1.1" 302 0
[27/May/2026 13:30:43] "GET /admin/auth/user/ HTTP/1.1" 200 14553
[27/May/2026 13:30:43] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:30:46] "GET /admin/ HTTP/1.1" 200 8779
[27/May/2026 13:30:46] "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
[27/May/2026 13:30:46] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[27/May/2026 13:30:53] "GET /admin/auth/user/4/change/ HTTP/1.1" 200 23984
[27/May/2026 13:30:54] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:31:44] "GET /admin/auth/group/add/ HTTP/1.1" 200 13341
[27/May/2026 13:31:44] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:31:46] "GET /admin/djangoapp/carmake/add/ HTTP/1.1" 200 15209
[27/May/2026 13:31:46] "GET /static/admin/js/inlines.js HTTP/1.1" 304 0
[27/May/2026 13:31:46] "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[27/May/2026 13:31:47] "GET /static/admin/img/inline-delete.svg HTTP/1.1" 304 0
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\urls.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\urls.py changed, reloading.
Watching for file changes with StatReloader
C:\Users\baysa\OneDrive\Desktop\AI-Graded\djangoapp\views.py changed, reloading.
Watching for file changes with StatReloader
